candidate 113 votes included quarantine,ballot number,stations,stations completed,stations percent completed,candidate 1 name,candidate 1 votes,candidate 1 votes included quarantine,candidate 2 name,candidate 2 votes,candidate 2 votes included quarantine,candidate 3 name,candidate 3 votes,candidate 3 votes included quarantine,candidate 4 name,candidate 4 votes,candidate 4 votes included quarantine,candidate 5 name,candidate 5 votes,candidate 5 votes included quarantine,candidate 6 name,candidate 6 votes,candidate 6 votes included quarantine,candidate 7 name,candidate 7 votes,candidate 7 votes included quarantine,candidate 8 name,candidate 8 votes,candidate 8 votes included quarantine,candidate 9 name,candidate 9 votes,candidate 9 votes included quarantine,candidate 10 name,candidate 10 votes,candidate 10 votes included quarantine,candidate 11 name,candidate 11 votes,candidate 11 votes included quarantine,candidate 12 name,candidate 12 votes,candidate 12 votes included quarantine,candidate 13 name,candidate 13 votes,candidate 13 votes included quarantine,candidate 14 name,candidate 14 votes,candidate 14 votes included quarantine,candidate 15 name,candidate 15 votes,candidate 15 votes included quarantine,candidate 16 name,candidate 16 votes,candidate 16 votes included quarantine,candidate 17 name,candidate 17 votes,candidate 17 votes included quarantine,candidate 18 name,candidate 18 votes,candidate 18 votes included quarantine,candidate 19 name,candidate 19 votes,candidate 19 votes included quarantine,candidate 20 name,candidate 20 votes,candidate 20 votes included quarantine,candidate 21 name,candidate 21 votes,candidate 21 votes included quarantine,candidate 22 name,candidate 22 votes,candidate 22 votes included quarantine,candidate 23 name,candidate 23 votes,candidate 23 votes included quarantine,candidate 24 name,candidate 24 votes,candidate 24 votes included quarantine,candidate 25 name,candidate 25 votes,candidate 25 votes included quarantine,candidate 26 name,candidate 26 votes,candidate 26 votes included quarantine,candidate 27 name,candidate 27 votes,candidate 27 votes included quarantine,candidate 28 name,candidate 28 votes,candidate 28 votes included quarantine,candidate 29 name,candidate 29 votes,candidate 29 votes included quarantine,candidate 30 name,candidate 30 votes,candidate 30 votes included quarantine,candidate 31 name,candidate 31 votes,candidate 31 votes included quarantine,candidate 32 name,candidate 32 votes,candidate 32 votes included quarantine,candidate 33 name,candidate 33 votes,candidate 33 votes included quarantine,candidate 34 name,candidate 34 votes,candidate 34 votes included quarantine,candidate 35 name,candidate 35 votes,candidate 35 votes included quarantine,candidate 36 name,candidate 36 votes,candidate 36 votes included quarantine,candidate 37 name,candidate 37 votes,candidate 37 votes included quarantine,candidate 38 name,candidate 38 votes,candidate 38 votes included quarantine,candidate 39 name,candidate 39 votes,candidate 39 votes included quarantine,candidate 40 name,candidate 40 votes,candidate 40 votes included quarantine,candidate 41 name,candidate 41 votes,candidate 41 votes included quarantine,candidate 42 name,candidate 42 votes,candidate 42 votes included quarantine,candidate 43 name,candidate 43 votes,candidate 43 votes included quarantine,candidate 44 name,candidate 44 votes,candidate 44 votes included quarantine,candidate 45 name,candidate 45 votes,candidate 45 votes included quarantine,candidate 46 name,candidate 46 votes,candidate 46 votes included quarantine,candidate 47 name,candidate 47 votes,candidate 47 votes included quarantine,candidate 48 name,candidate 48 votes,candidate 48 votes included quarantine,candidate 49 name,candidate 49 votes,candidate 49 votes included quarantine,candidate 50 name,candidate 50 votes,candidate 50 votes included quarantine,candidate 51 name,candidate 51 votes,candidate 51 votes included quarantine,candidate 52 name,candidate 52 votes,candidate 52 votes included quarantine,candidate 53 name,candidate 53 votes,candidate 53 votes included quarantine,candidate 54 name,candidate 54 votes,candidate 54 votes included quarantine,candidate 55 name,candidate 55 votes,candidate 55 votes included quarantine,candidate 56 name,candidate 56 votes,candidate 56 votes included quarantine,candidate 57 name,candidate 57 votes,candidate 57 votes included quarantine,candidate 58 name,candidate 58 votes,candidate 58 votes included quarantine,candidate 59 name,candidate 59 votes,candidate 59 votes included quarantine,candidate 60 name,candidate 60 votes,candidate 60 votes included quarantine,candidate 61 name,candidate 61 votes,candidate 61 votes included quarantine,candidate 62 name,candidate 62 votes,candidate 62 votes included quarantine,candidate 63 name,candidate 63 votes,candidate 63 votes included quarantine,candidate 64 name,candidate 64 votes,candidate 64 votes included quarantine,candidate 65 name,candidate 65 votes,candidate 65 votes included quarantine,candidate 66 name,candidate 66 votes,candidate 66 votes included quarantine,candidate 67 name,candidate 67 votes,candidate 67 votes included quarantine,candidate 68 name,candidate 68 votes,candidate 68 votes included quarantine,candidate 69 name,candidate 69 votes,candidate 69 votes included quarantine,candidate 70 name,candidate 70 votes,candidate 70 votes included quarantine,candidate 71 name,candidate 71 votes,candidate 71 votes included quarantine,candidate 72 name,candidate 72 votes,candidate 72 votes included quarantine,candidate 73 name,candidate 73 votes,candidate 73 votes included quarantine,candidate 74 name,candidate 74 votes,candidate 74 votes included quarantine,candidate 75 name,candidate 75 votes,candidate 75 votes included quarantine,candidate 76 name,candidate 76 votes,candidate 76 votes included quarantine,candidate 77 name,candidate 77 votes,candidate 77 votes included quarantine,candidate 78 name,candidate 78 votes,candidate 78 votes included quarantine,candidate 79 name,candidate 79 votes,candidate 79 votes included quarantine,candidate 80 name,candidate 80 votes,candidate 80 votes included quarantine,candidate 81 name,candidate 81 votes,candidate 81 votes included quarantine,candidate 82 name,candidate 82 votes,candidate 82 votes included quarantine,candidate 83 name,candidate 83 votes,candidate 83 votes included quarantine,candidate 84 name,candidate 84 votes,candidate 84 votes included quarantine,candidate 85 name,candidate 85 votes,candidate 85 votes included quarantine,candidate 86 name,candidate 86 votes,candidate 86 votes included quarantine,candidate 87 name,candidate 87 votes,candidate 87 votes included quarantine,candidate 88 name,candidate 88 votes,candidate 88 votes included quarantine,candidate 89 name,candidate 89 votes,candidate 89 votes included quarantine,candidate 90 name,candidate 90 votes,candidate 90 votes included quarantine,candidate 91 name,candidate 91 votes,candidate 91 votes included quarantine,candidate 92 name,candidate 92 votes,candidate 92 votes included quarantine,candidate 93 name,candidate 93 votes,candidate 93 votes included quarantine,candidate 94 name,candidate 94 votes,candidate 94 votes included quarantine,candidate 95 name,candidate 95 votes,candidate 95 votes included quarantine,candidate 96 name,candidate 96 votes,candidate 96 votes included quarantine,candidate 97 name,candidate 97 votes,candidate 97 votes included quarantine,candidate 98 name,candidate 98 votes,candidate 98 votes included quarantine,candidate 99 name,candidate 99 votes,candidate 99 votes included quarantine,candidate 100 name,candidate 100 votes,candidate 100 votes included quarantine,candidate 101 name,candidate 101 votes,candidate 101 votes included quarantine,candidate 102 name,candidate 102 votes,candidate 102 votes included quarantine,candidate 103 name,candidate 103 votes,candidate 103 votes included quarantine,candidate 104 name,candidate 104 votes,candidate 104 votes included quarantine,candidate 105 name,candidate 105 votes,candidate 105 votes included quarantine,candidate 106 name,candidate 106 votes,candidate 106 votes included quarantine,candidate 107 name,candidate 107 votes,candidate 107 votes included quarantine,candidate 108 name,candidate 108 votes,candidate 108 votes included quarantine,candidate 109 name,candidate 109 votes,candidate 109 votes included quarantine,candidate 110 name,candidate 110 votes,candidate 110 votes included quarantine,candidate 111 name,candidate 111 votes,candidate 111 votes included quarantine,candidate 112 name,candidate 112 votes,candidate 112 votes included quarantine,candidate 113 name,candidate 113 votes
,54,54,0,0.0,مصطفى محمد ابوبكر رحاب,0,0,مصطفى محمد احمد امطير,0,0,سليمان حسن عمران شوبار,0,0,فتحي عبدالسلام رمضان الشريف,0,0,عبدالسلام علي عبدالسلام ابوزيد,0,0,عبدالرحمن عبدالسلام عبدالسلام خليفة,0,0,معمر سليم رمضان الحسوني,0,0,التومي علي الزوام المرغني,0,0,عبدالكريم موسى محمد العلوص,0,0,محمد عمران محمد ابوصاع,0,0,علي صالح عبدالسلام عرفه,0,0,جمعة محمد علي طيطش,0,0,جمعة علي احمد جمعة,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,55,52,26,50.0,علي خليفة سالم الصول,804,804,محمد الصغير علي الشهبوني,663,663,علي ابو شعفة ابراهيم نتفه,493,493,سعد محمد سعد سليمان,414,414,عادل مفتاح سالم القراد,233,233,ناصر عمار صالح المليحي,139,139,عثمان علي محمد المنتصر,125,125,محمد محمد علي احمد,124,124,فتحي محمد حسين محمد ابو سبحة,72,72,معمر محمد عبدالله صالح,70,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,56,122,80,65.0,الصادق علي محمد الكحيلي,1194,1194,ابو الخير الشعاب محمد بالخير,1183,1183,خالد علي محمد الاسطى,911,911,صالح محمد احمد القاضي,856,856,حسن محمد عمر عماره,817,817,عبدالحليم محمد علي ابوظهير,752,752,نضال نوري سالم الغندوري,730,730,عياد حسن حسين عريبي,605,605,علي محمد علي بن راشد,540,540,عبدالهادي عبدالله باكير طريش,449,449,محمد منصور ابراهيم الشريف,448,448,محمود احمد غيث مروان,271,271,العربي محمد العربي بالخير,249,249,اسماعيل علي رمضان ماطوس,245,245,عبداللطيف عبدالسلام محمد العالم,221,221,محمد جمعة ابراهيم القاضي,216,216,احميده خليفة محمد العماري,116,116,طارق الطاهر عبدالله النعاس,36,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,57,215,131,60.0,مصطفى ابوشاقور غيث ابوشاقور,9675,9675,لؤي محمد نجيب الفيتوري الغاوي,1294,1294,محمد مصطفى ابو صاع راشد,901,901,الصديق مفتاح رمضان حمودة,900,900,عادل عبدالله احمد رمضان,757,757,عادل محمد احمد شلتوت,569,569,البهلول ابرهيم محمد صفر,524,524,بشير محمد بشير رجوبة,430,430,عبدالرحمن عبدالله عبدالله برقان,425,425,محمود عبدالله خليفة الشريف,398,398,ناجي احمد ابراهيم المقريف,359,359,عبدالمنعم علي محمد حريشه,329,329,عبدالرحمن البهلول عمر الجطلاوي,294,294,علي جمعة علي سعيد,288,288,رياض الطاهر محمد بيرام,264,264,محمد الهادي محمد الحتواش,222,222,علي مفتاح سالم نوحه,202,202,الضاوي محمد الصغير ابراهيم,199,199,فوزي امحمد حميدة ددش,191,191,البشير المرغني ميلاد ارحومه,168,168,علي شعبان محمد الجدي العاقل,161,161,محمد يوسف يوسف قدور,145,145,عبدالسلام علي رمضان عاشور,136,136,انور مفتاح احميدة بنور,128,128,خالد وجدي رمضان المسلاتي,125,125,عبدالله الهادي ابراهيم بكره,118,118,خيري علي خيري اغا,118,118,الصيد ابراهيم الصيد قدوره,112,112,يوسف عبدالمجيد الصادق مادي,99,99,عبدالمنعم عياد احمد ابو قرين,82,82,محمود فرج مصباح دورو,68,68,عادل الهادي احمد الحجاجي,39,39,محمد الطاهر الصادق حسن,14,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,58,170,121,71.0,حمودة احمد حمودة سيالة,4885,4885,علي عمر ابوالقاسم التكبالي,3600,3600,عبدالرزاق مفتاح علي مشيرب,2532,2532,عبدالرؤوف علي مختار البيباص,1472,1472,عبدالرزاق رمضان علي شبشابه,846,846,عبدالوهاب حسن علي الكيب,836,836,عماد علي عمر الفرجاني,667,667,عادل احمد عبدالله جبعور,557,557,عبدالله امحمد سالم محمد,488,488,هيثم   محمد صلاح الدين عبدالحفيظ الكيب,378,378,عرفات البهلول عمر القحطار,297,297,حمدي امحمد محمد الفطيسي,278,278,الطاهر علي فتحي الطاهر بشير,276,276,رمضان بلقاسم رمضان بن الحاج,237,237,محمد عبدالله محمد الشريف,229,229,ملا احمد محرم محمد الخوجة,194,194,الطاهر فتحي الطاهر افتيتة,176,176,محمد البشير علي بن راشد,155,155,محمد بشير بشير بن عثمان,154,154,عبدالعاطي محمد عبدالرحمن محمد الويفاتي,146,146,اسامة محمد علي التائب,138,138,يوسف سالم رمضان بن حامد,130,130,جمال الصادق خليفة حريشة,124,124,احمد الشروي طالب بن طالب,115,115,صلاح خليفة خليل العمامي,112,112,حسن الصادق الطيب المصراتي,103,103,مسعود محمد مسعود ابوجبهه,98,98,علي المرغني محمد البوتيلي,98,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,59,172,126,73.0,فائز مصطفى فوزي السراج,3147,3147,مصعب محمد العابد ابوالقاسم,2317,2317,علي رحومة محمد السباعي,2226,2226,انيس علي سالم عون,827,827,خالد بالقاسم الطيب الشارف,639,639,محمد حسين احمد قشوط,526,526,عبدالرزاق ابوخريص عيسى ابوكراع,506,506,محمود سلطان امبارك الوهج,446,446,علي خليفة علي العصادي,445,445,سعيد صالح امين كله,444,444,علي محمد عباس خلف الله,312,312,خالد محمود عمر اوحيدة,300,300,ايمن صالح عبدالقادر ابوزيد,269,269,صلاح عبدالله علي الككلي,250,250,نعمان محفوظ محمد الشيخ,242,242,الهادي ميلود عبدالقادر الثليب,239,239,محمود محمد الهادي الدئب,231,231,عبدالغني عبدالكريم محمد برقناب,199,199,عادل محمد شكري احمد شاهين,191,191,المعز مصطفى محمد بن اسماعيل,189,189,محمد مصطفى محمد القريتلي,185,185,سليمان علي عمرو الحماصي,184,184,ابراهيم علي محمد قنبيج,184,184,جمال الطاهر ابراهيم القمودي,182,182,عبد الله علي محمد الرجباني,181,181,عبدالحميد بلال محمد دنه,165,165,عبدالله محمد خليفة الطالبي,150,150,ايمن البشير رحيم عبدالله,118,118,عصام محمد امحمد سريبة,109,109,عبدالكبير عطية عبدالكبير الطيف,106,106,محمد الهادي العربي المجدوب,93,93,صالح محمد خليفة الصيد,87,87,رمضان مسعود محمد السائح,85,85,يوسف عيسى احمد البكوش,81,81,صفوان خليفة علي سليمان,69,69,خيري نصر محمد ادريس,66,66,محمد احمد احمد محمد,65,65,سليمان المولدي سليمان العكروت,56,56,خالد فرج محمد سلامة,51,51,الصادق احمد عبدالله عبدالقادر,49,49,محمد ميلود جمعة الشابع,44,44,نبيل يوسف احمد مانه,39,39,خالد احمد امحمد البجاحي,31,31,نورالدين محمد امحمد صوان,27,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,60,111,73,65.0,ايمن المبروك محمد سيف النصر,1134,1134,علي احمد علي الهمالي,927,927,عبدالواحد عمار عاشور القاضي,914,914,بشير علي سعد الاحمر,848,848,يوسف ميلود خليفة ابوزكري,819,819,صالحين الهدوي ابو حميره الشقمان,780,780,اسامة عبدالجليل احمد عبدالهادي,689,689,علاءالدين مفتاح محمود الفاندي,620,620,محمد مسعود محمود السويح,471,471,احمد الهادي احمد قداد,443,443,فاضل صالح موسى كعبر,394,394,الهادي محمد عمر شلوف,384,384,عبداللطيف علي الشتيوي سحبون,352,352,فتحي ابوجعفر سالم موسى,311,311,العماري محمد عمر سعيد,252,252,ايمن محمد مسعود مسعود,178,178,اسامة سعيد بشير شداد,164,164,جعفر عبدالجليل انيس التائب,145,145,فرج ابراهيم مفتاح الزوبيك,134,134,محمد رمضان عياد التومي,118,118,ضو سالم صالح الهوش,108,108,خيري محمد الحراري الشيباني,88,88,كمال عبدالحميد عبدالله الهرامة,84,84,محمد عومر مسعود الابيض,59,59,عصام علي احمد عكاشة,49,49,محمود مصباح حامد اعبان,35,35,احمد سالم محمد قنيدي,33,33,وليد عبدالمؤمن الهادي خالد,30,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,61,126,81,64.0,سعد المريمي الهاشمي المريمي,1766,1766,عبدالرؤوف ابراهيم علي المناعي,899,899,طارق عبدالله محمد الاشتر,601,601,محمد امبارك صميده الورشفاني,599,599,محمد الصادق سالم احمد,362,362,ضرار محمد خليفة بركة,354,354,اكرم عبدالوهاب محمد المصري,345,345,احمد عبدالقادر احمد فرحات,308,308,عبدالحميد رمضان المبروك تاكيلة,243,243,مصطفى حسين ابوبكر الخازمي,242,242,رشيد علي الميهوب الميهوب,213,213,خليفة علي عمر دياب,202,202,محمد خليفة ضو اللافي,167,167,الهادي احمد علي ابوعجيلة,161,161,عبدالله عبدالعزيز ميلاد حسن,146,146,مفتاح محمود منصور الطويل,127,127,رضوان المنتصر محمد البكوش,121,121,مجدي عمر عبدالحميد الصيد,114,114,فتحي محمد احمد كروان,103,103,نورالدين فرج الجميل ميلاد,95,95,سمير عبدالحميد علي الورفلي,85,85,ابوبكر عيسى عبدالرحمن خليفة,81,81,عبدالحكيم عامر محمد بن صالح,67,67,ابراهيم محمد النور الدريحو,60,60,محمد عمرو عبدالنبي شوران,43,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,62,103,64,62.0,عبدالناصر بشير عبدالسلام بن نافع,784,784,اسامة فرج محمد الشعافي,586,586,علي احمد علي التكالي,585,585,عبدالرحمن منصور محمد احمد,527,527,خالد محمد سالم سلامة,476,476,ناجي ابراهيم محمد جابر,440,440,ابراهيم محمد علي القيادي,364,364,سالم مسعود سالم التائب,317,317,عبدالباسط محمود محمد عبيد,289,289,محمد هاني عبدالحميد الهادي الخوجة,280,280,يوسف الهادي احمد السعداوي,276,276,صالح مصباح علي النعمي,275,275,سالم محمد محفوظ الدبسكي,251,251,فرج محمد سالم خليفة,228,228,محمد نوري سليمان محمد البرغوثي,222,222,عبدالسلام محمد عبدالسلام الراجحي,217,217,عبدالحكيم محمد المختار عبدالله,213,213,صلاح الدين ابوشعالة احمد المدني,140,140,حسن خليفة سالم الدويب,136,136,عصام الزوام محمد همل,135,135,محمد احمد محمد المدني,128,128,خليل الصادق جمعة هروس,107,107,عدنان خليفة مختار قريمة,100,100,ناصر محفوظ عبدالله ضياف,94,94,عبدالله عبدالسلام سالم ابونعجة,61,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,63,62,0,0.0,خليفة مسعود الذيب الذيب,0,0,انور المختار بشير بلعيد,0,0,محمد منصور ابراهيم الزحاف,0,0,خالد مفتاح علي الاسود,0,0,كمال مفتاح احمد اللافي,0,0,علي فرج سعيد برزيق,0,0,عادل الصويعي محمد الصويعي,0,0,باسم الشارف المبروك الكردي,0,0,ابوالقاسم علي ابوالقاسم الجعيدي,0,0,محمد العارف ابوجعفر موسى,0,0,عمر علي العجيلي تنتوش,0,0,وليد ابوزيان المختار ابوزيان,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,64,52,2,3.0,جمعة الصويعي السائح الطيف,150,150,مصباح ميلود احمد البدوي,115,115,عبدالباسط علي ابوعائشة صوان,26,26,المبروك بلقاسم عبدالسلام الرقيق,17,17,عبدالكريم ميلود خليفة عبدالمولى,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,65,62,4,6.0,نبيل سعد سعد عون,172,172,علي محمد حسين كشير,103,103,جمال صالح امحمد لطيف,91,91,رمضان خليفة ميلود غريبي,67,67,عبدالباسط امحمد محمد ابولائحة,29,29,المرغني عبدالنبي جمعة البحري,11,11,احمد المبروك مصطفى الشاوش,8,8,صالح الهادي صالح المغربي,6,6,عصام سالم محمد بيوض,4,4,مصباح منصور رمضان المغربي,3,3,رضوان امحمد المختار حمربطان,2,2,سالم عبدالله فرج ابوحلالة,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,66,62,2,3.0,عزالدين مصباح ابوراوي ابوراوي,25,25,راشيد ابوعجيلة عبدالله عاشور,23,23,مفتاح عامر الهادي سيف النصر,18,18,اسامة محمد الهادي ابوكرازة,14,14,علي منصور علي ادم,14,14,عماد الدين المهدي عمار قدقود,1,1,عاشور موسى محمد موسى,1,1,احمد المهدي المنصوري ابوقرين,1,1,حسام الشارف محمد الكماشي,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,67,83,2,2.0,مروان امحمد ميلاد المزوغي,136,136,محمد بشير سعد الفيرس,82,82,الصادق محمد مصباح ادريس,28,28,محمد فرج محمد الكبير,13,13,راشد مصباح عامر البرغوث,4,4,عبدالله محمد عبدالله الكبير,4,4,مختار رمضان مختار هامان,3,3,هدية محمد جمعة عبيد,2,2,ناصر علي منصور شنب,1,1,عبدالغني محمد جمعة الذيب,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
